CUI	DEF
C3666007	Myelodysplastic syndrome (MDS) = heterogeneous group of clonal disorders of hematopoiesis. Characterized by: hyper- or hypocellular bone marrow; abnormal cell morphology; abnormal maturation; peripheral blood cytopenias; ineffective blood cell production. All three myeloid cell lineages (erythrocytic, granulocytic, and megakaryocytic) may be involved. Considered a premalignant condition as some patients progress to AML. May present with: anemia, thrombocytopenia, neutropenia. Diagnostic approach includes: complete blood count with differential, peripheral blood smear, bone marrow studies. Treatment: supportive, including transfusions; possible bone marrow stimulation; cytotoxic chemotherapy; bone marrow transplantation has a limited role. May be caused by exposure to: cytotoxic chemotherapy; radiation; viral infection; genotoxic chemicals (e.g., benzene). May also be no known exposure. Cytogenetics include: normal karyotype; balanced chromosomal abnormality and generation of fusion oncogenes; complex karyotypes. Primarily affects the elderly. French-American-British classification: refractory anemia (RA); RA with ringed sideroblasts (RARS); RA with excess blasts (RAEB; 6-20% myeloblasts); RAEB in transition to AML (RAEB-T; 21-30% myeloblasts); chronic myelomonocytic leukemia. 2008 WHO classification: refractory cytopenia with unilineage dysplasia; RARS; RAEB; refractory cytopenia with multilineage dysplasia; MDS with isolated deletion of 5q; MDS, unclassifiable; childhood MDS
C3666008	SMQ Noninfectious diarrhoea is intended to retrieve cases that may be drug related including antibiotic associated diarrhea not caused by Clostridium difficile or other infectious pathogens. Diarrhea defined as: increased frequency of bowel movements (>3 in 24 hours); and/or decreased stool consistency; and/or increased stool weight (>200g in 24 hours). Common side effect of many classes of medications, accounting for a high percentage of all adverse drug effects. Hundreds of drugs have been implicated in causing diarrhea. Most frequent are: antibiotics; laxatives; antihypertensives; lactulose or sorbitol containing products; antineoplastics; antiretroviral drugs; magnesium containing compounds; antiarrhythmics; non-steroidal anti-inflammatory drugs; colchicines; antacids and acid-reducing agents; prostaglandin analogs; and many supplements. Mechanisms of noninfectious diarrhea: non-inflammatory (e.g., osmotic or secretory diarrhea); inflammatory (e.g., cytotoxic effects of agents leading to intestinal mucositis)
C3666009	Tumor lysis syndrome (TLS): caused by release of tumor cell contents either from spontaneous cell lysis or in response to therapy. Characteristic findings: hyperuricemia, hyperkalemia, hyperphosphatemia, hypocalcemia. Can lead to downstream effects: renal insufficiency, cardiac arrhythmia, seizures , death (due to multiorgan failure). Dying cells release cytokines which may cause a systemic inflammatory response syndrome and multiorgan failure. Occurs most frequently in patients with high grade non-Hodgkin lymphoma and acute leukemia. Other tumors can also be implicated. Patients at highest risk having pre-existing: chronic renal insufficiency, oliguria, dehydration, hypotension, acidic urine. Management directed toward, metabolic and renal complications through supportive care. Distinction between laboratory TLS and clinical TLS: laboratory TLS requires two or more of the following abnormalities within 3 days before and 7 days after starting therapy: hyperuricemia, hyperkalemia, hyperphosphatemia, hypocalcemia; clinical TLS occurs when laboratory TLS has been established and is also accompanied by: increased creatinine level, seizures, cardiac dysrhythmia, or death. Renal injury is an important aspect of the disorder; occurs when calcium phosphate, xanthine and uric acid precipitate in renal tubules leading to obstruction and inflammation.
C3854681	Proteinuria is the presence of an excess of serum proteins in the urine (>300 mg/24h). Isolated proteinuria is urinary protein without other symptoms or urinary abnormalities. In many renal disorders, proteinuria occurs with other urinary abnormalities (e.g., hematuria). The presence of protein in the urine is toxic to the kidneys and causes renal damage. Proteinuria caused by renal disorders usually is persistent (i.e., present on serial testing). The upper limit of normal urinary protein excretion is considered to be 150 mg/day, which can be measured in a 24-h urine collection or estimated by random urine protein/creatinine ratio (values > 45 mg/mmol are abnormal); for albumin it is about 30 mg/day. Albumin excretion between 30 and 300 mg/day (20 to 200 mcg/min) is considered microalbuminuria, and higher levels are considered macroalbuminuria. When in the nephrotic range, proteinuria can cause significant protein wasting. May be associated with foamy urine. Classification of proteinuria: Glomerular proteinuria; Tubular proteinuria; Overflow proteinuria; Functional proteinuria; Orthostatic proteinuria.
C3854682	Renal tubulointerstitial diseases is a group of kidney diseases, specifically involving the interstitium and tubules, that develop as a result of primary injury or inflammation and which progress to decreased renal function. The glomeruli may be affected only late in the disease course or not at all. Two classes of tubulointerstitial disease: 1. Acute tubulointerstitial disease: Develops over days to months; characterized by inflammatory infiltrate and edema that affect the renal interstitium; leads to acute renal insufficiency or failure; in severe cases can lead chronic renal failure and/or permanent renal injury; principal etiologies: infections; drugs. 2. Chronic tubulointerstitial disease: can gradually develop over years; involves interstitial infiltrate, fibrosis, tubular atrophy and dysfunction, and eventually renal dysfunction; interstitial inflammation and scarring of the renal parenchyma is associated with gross changes, including papillary blunting and marked calyceal deformities; can be detected by imaging; systemic insults, such as genetic disorders, hypertension, toxins, etc., feature symmetric and bilateral disease; other causes of chronic disease may result in unequal renal scarring, and may involve one or both kidneys; principal etiologies include: toxins; drugs; autoimmune, genetic, and neoplastic disorders; obstructive uropathy.
C3889105	Respiratory failure is a life-threatening impairment of oxygenation or carbon dioxide elimination that affects breathing function or the lungs themselves, and can result in failure of the lungs to function properly. Two main pathophysiological etiologies (may occur singly, or in combination): inadequate oxygenation (impaired gas exchange); inadequate carbon dioxide elimination (decreased ventilation resulting in a rise in PaCO2). Common precipitating conditions: acute exacerbations of asthma and chronic obstructive pulmonary disease; overdoses of drugs that suppress ventilatory drive; and conditions that cause respiratory muscle weakness (e.g., Guillain-Barre syndrome, myasthenia gravis, botulism). Typical signs and symptoms: dyspnea; tachypnea; use of accessory muscles of respiration; tachycardia; diaphoresis; cyanosis; altered consciousness; without treatment, eventually obtundation, respiratory arrest, and death. Diagnostic measures: patient observation and clinical evaluation; arterial blood gases; and chest x-ray. Treatment includes: correction of underlying cause; supplemental oxygen; control of secretions; and ventilatory assistance.
C3889106	Chronic tendinopathies and ligament disorders are pathologic conditions of tendons or ligaments, resulting mainly from repeated minor strain. Formerly called tendonitis or ligamentitis. Etiologic factors: degenerative processes are thought to be principal underlying pathology; repeated minor strain is considered to be main precipitating factor; drug-associated forms have been described; an understanding of the pathophysiology continues to evolve. Most commonly injured tendons and ligaments: supraspinatus tendon and long head of the biceps muscle; Medial and lateral extensors of the elbow; patellar tendon; Achilles tendon; posterior tibialis tendon. Intrinsic and extrinsic risk factors: overuse (sports activities, training errors, fatigue); cold environment during outdoor training; faulty footwear/equipment; drugs (e.g., fluoroquinolone antibiotics, oral contraceptives, injected corticosteroids and statins). Commonly described presenting symptoms: pain at the site of the affected tendon or ligament; morning stiffness, local tenderness, swelling and reduced articular range of motion. Therapeutic approaches include: exercise, shock wave therapy, growth factors, nitric oxide, sclerosant therapy, gene therapy, and tissue engineering.
C4087540	Medication errors are defined as any preventable events that may cause or lead to inappropriate medication use or patient harm while the medication is in the control of the health care professional, patient or consumer. Such events may be related to professional practice, health care products, procedures and systems, including prescribing, order communication, product labeling, packaging and nomenclature, compounding, dispensing, distribution, administration, education, monitoring and use. A medication error can ultimately result in an adverse drug reaction (medication error with an ADR) or may have no clinical consequences (medication error without an ADR). A medication error can also be intercepted prior to the patient's exposure to the error. A potential medication error is a scenario which does not involve an actual patient, and represents circumstances or information capable of leading to the occurrence of a medication error. Medication errors cause a large number of ADRs annually: create a major public-health burden representing 18.7-56% of all adverse drug events among hospital patients; may cause unintended harm; are considered preventable. Medication errors result from a variety of human (e.g., healthcare professional; care giver; patient) and product-related reasons, for example: miscommunication of drug orders due to poor handwriting; confusion between drugs with similar names; poor packaging design; confusion of dosing units; unclear instructions. Medication errors can have an impact on: patients; healthcare professionals; pharmaceutical manufacturers; regulatory agencies; health insurance providers; national patient safety organisations.
C4087541	Drug reaction with eosinophilia and systemic symptoms (DRESS) is a severe, potentially life-threatening, delayed-onset drug reaction characterized by skin eruption, fever, hematologic abnormalities (eosinophilia, atypical lymphocytes), lymphadenopathy, and internal organ involvement. Although initially reported with antiepileptic medications, the syndrome has also been reported with other medications. It is associated with a highly variable clinical presentation, with patients exhibiting a wide array of symptoms. As a result, there is a lack of standardization of both the diagnostic criteria and the nomenclature. DRESS is diagnosed on the basis of clinical presentation as described above. Diagnostic criteria of DRESS -- Cases that report: Onset of symptoms within three months of starting therapy with a drug, AND Evidence of involvement of the skin and/or an extracutaneous organ system, AND At least two of the following: Fever; Eosinophilia (and/or atypical lymphocytes); Lymphadenopathy. Cases are excluded that: Did not report a temporal relationship between suspect drug and reaction; note: this may include cases in which the multiple signs & symptoms associated with DRESS did not occur within one month of each other (e.g. skin eruption followed by lymphadenopathy and fever 6 months later); Did not meet the inclusion criteria above; Reported a condition listed in the differential diagnosis section, or cases that described another more likely diagnosis; Are categorized as toxic drug-induced exanthema. These include cases in which patients have an exanthem and fever, but other manifestations have not been detected because laboratory tests were either not performed or could not be done.
C4087542	Hypoglycemia is characterized by reduced plasma glucose to a level (usually less than 50 mg/dL) that may cause signs or symptoms (e.g., mental status changes). Hypoglycemia typically arises from abnormalities in the mechanisms involved in glucose homeostasis. For the diagnosis of hypoglycemia, the Whipple triad is generally observed as low blood sugar, presence of symptoms, and reversal of these symptoms when the blood sugar level is restored to normal. The true prevalence is 5-10% of patients who present with symptoms suggestive of hypoglycemia. Hypoglycemic symptoms are related to sympathetic activation and brain dysfunction due to the decreased glucose levels. This results in sweating, palpitations, tremulousness, anxiety, and hunger. Reduction in cerebral glucose availability (neuroglycopenia) may cause confusion, difficulty with concentration, irritability, hallucinations, focal impairment, coma and eventually death. Various forms and causes of hypoglycemia include: Drugs - ethanol, haloperidol, pentamidine, quinine, salicylates, sulfonamides (sulfa drugs) and oral hypoglycemic agents have been associated with hypoglycemia as have numerous other drugs. Surreptitious sulfonylurea use/abuse - self-induced hypoglycemia that may be observed in healthcare workers or in relatives who care for diabetic family members. Exogenous insulin - for example, insulin-producing tumors of the pancreas (islet cell tumors), and non-beta-cell tumors. Reactive hypoglycemia - idiopathic, due to alimentary problems (e.g., patients with previous upper gastrointestinal surgery), or congenital enzyme deficiencies (e.g., hereditary fructose intolerance). Fasting hypoglycemia: Nesidioblastosis is a medical term for hyperinsulinemic hypoglycemia attributed to excessive function of pancreatic beta cells with an abnormal microscopic appearance.
C4324714	Malignancies (SMQ) includes terms for: all types of malignant or unspecified tumors; malignancy related conditions; malignancy related therapeutic and diagnostic procedures; and tumour markers. [Note: Premalignant disorders are in a separate SMQ]. There are ten sub-SMQs which can be used separately or in combination. Malignancies (SMQ) is subdivided into four sub-SMQs: Malignant or unspecified tumours (SMQ); Malignancy related conditions (SMQ); Malignancy related therapeutic and diagnostic procedures (SMQ); and Tumour markers (SMQ). Malignant or unspecified tumours (SMQ) contains all MedDRA terms for malignant or unspecified tumors, which is further subdivided into two separate sub-SMQs: Malignant tumours (SMQ); and Tumours of unspecified malignancy (SMQ). Malignant tumours (SMQ) is subordinated by Haematological malignant tumours (SMQ); and Non-haematological malignant tumours (SMQ). Tumours of unspecified malignancy (SMQ) is subordinated by Haematological tumours of unspecified malignancy (SMQ); and Non-haematological tumours of unspecified malignancy (SMQ).
C4324715	Malignancies (SMQ) includes terms for: all types of malignant or unspecified tumors; malignancy related conditions; malignancy related therapeutic and diagnostic procedures; and tumour markers. [Note: Premalignant disorders are in a separate SMQ]. There are ten sub-SMQs which can be used separately or in combination. Malignancies (SMQ) is subdivided into four sub-SMQs: Malignant or unspecified tumours (SMQ); Malignancy related conditions (SMQ); Malignancy related therapeutic and diagnostic procedures (SMQ); and Tumour markers (SMQ). Malignant or unspecified tumours (SMQ) contains all MedDRA terms for malignant or unspecified tumors, which is further subdivided into two separate sub-SMQs: Malignant tumours (SMQ); and Tumours of unspecified malignancy (SMQ). Malignant tumours (SMQ) is subordinated by Haematological malignant tumours (SMQ); and Non-haematological malignant tumours (SMQ). Tumours of unspecified malignancy (SMQ) is subordinated by Haematological tumours of unspecified malignancy (SMQ); and Non-haematological tumours of unspecified malignancy (SMQ).
C4324716	Malignancies (SMQ) includes terms for: all types of malignant or unspecified tumors; malignancy related conditions; malignancy related therapeutic and diagnostic procedures; and tumour markers. [Note: Premalignant disorders are in a separate SMQ]. There are ten sub-SMQs which can be used separately or in combination. Malignancies (SMQ) is subdivided into four sub-SMQs: Malignant or unspecified tumours (SMQ); Malignancy related conditions (SMQ); Malignancy related therapeutic and diagnostic procedures (SMQ); and Tumour markers (SMQ). Malignant or unspecified tumours (SMQ) contains all MedDRA terms for malignant or unspecified tumors, which is further subdivided into two separate sub-SMQs: Malignant tumours (SMQ); and Tumours of unspecified malignancy (SMQ). Malignant tumours (SMQ) is subordinated by Haematological malignant tumours (SMQ); and Non-haematological malignant tumours (SMQ). Tumours of unspecified malignancy (SMQ) is subordinated by Haematological tumours of unspecified malignancy (SMQ); and Non-haematological tumours of unspecified malignancy (SMQ).
C4324717	Malignancies (SMQ) includes terms for: all types of malignant or unspecified tumors; malignancy related conditions; malignancy related therapeutic and diagnostic procedures; and tumour markers. [Note: Premalignant disorders are in a separate SMQ]. There are ten sub-SMQs which can be used separately or in combination. Malignancies (SMQ) is subdivided into four sub-SMQs: Malignant or unspecified tumours (SMQ); Malignancy related conditions (SMQ); Malignancy related therapeutic and diagnostic procedures (SMQ); and Tumour markers (SMQ). Malignant or unspecified tumours (SMQ) contains all MedDRA terms for malignant or unspecified tumors, which is further subdivided into two separate sub-SMQs: Malignant tumours (SMQ); and Tumours of unspecified malignancy (SMQ). Malignant tumours (SMQ) is subordinated by Haematological malignant tumours (SMQ); and Non-haematological malignant tumours (SMQ). Tumours of unspecified malignancy (SMQ) is subordinated by Haematological tumours of unspecified malignancy (SMQ); and Non-haematological tumours of unspecified malignancy (SMQ).
C4524253	Pneumonia is acute inflammation of the lungs caused by infection; is the most common fatal hospital-acquired infection and the most common overall cause of death in developing countries. Two to three million people in the U.S. develop pneumonia per year; about 60,000 die. Diagnosis and management depend on whether infection is bacterial, viral, fungal, or parasitic; whether acquired in the community, hospital, or other health-care-associated location; and whether develops in a patient who is immunocompetent or immunocompromised. Clinical manifestations vary: from indolent to fulminant in presentation; from mild to fatal in severity; patient may be febrile with tachycardia, or may have history of chills and/or sweats; nonproductive or productive cough; pleuritic chest pain may occur; other symptoms may include fatigue, headache, myalgia, arthralgia, and gastrointestinal symptoms; complications of severe pneumonia include respiratory failure, septic shock and multiorgan failure, coagulopathy, and exacerbation of comorbid illnesses; may not be obvious in the elderly, who may initially display new-onset or worsening confusion with few other manifestations. Diagnostic modalities: chest x-ray; clinical signs; Gram's stain and culture of sputum; blood culture; urinary antigen tests for pneumococcal and legionella antigens; polymerase chain reaction tests for respiratory viral infection; specific IgM antibody titers; biomarkers. Treatment: antimicrobial agents and supportive measures.
C4552564	Dehydration is a deficiency of body water caused by inadequate intake of water or, more commonly, loss of water and sodium by the kidneys, gastrointestinal tract or skin. Water depletion may affect extracellular or intracellular volume, or both. Dehydration results from abnormal water intake (hypothalamic malfunction) or renal water wasting (diabetes insipidus). Hypernatraemia (Na > 145 mmol/l) is common. When both water and sodium are depleted, tachycardia, hypotension, and weight loss are common. Clinical findings vary based on the severity of the dehydration. In mild dehydration, the patient is alert, has capillary refill of 2 seconds or less and normal mucous membranes, tears, respirations, blood pressure, pulse and skin turgor. The eyes and fontanelles appear normal. Heart rate is slightly increased and urine output is decreased. In moderate dehydration, patients are lethargic, have capillary refill between 2 and 4 seconds, dry mucous membranes, decreased tears, increased respirations and heart rate, normal blood pressure (although orthostasis is present), thready pulse and skin turgor is slow to recover. Fontanelles can be depressed, eyes are sunken and oliguria is present. In severe dehydration, the patient is obtunded, has capillary refill over 4 seconds, cool extremities, parched or cracked mucous membranes, absent tears, increased respiratory rate, hyperpnea, tachycardia, decreased blood pressure, faint or impalpable pulse, and increased skin turgor with tenting. Fontanelles are sunken, eyes are very sunken and oliguria/anuria is present.
C4761275	Hypokalemia is a plasma potassium (K) concentration of less than 3.5 mEq/L caused by a deficit in total body potassium stores or abnormal movement of potassium into cells. It may be caused by a decreased intake of potassium or usually by excessive losses of potassium from the kidneys or from the gastrointestinal tract. Drugs known to cause hypokalemia include diuretics, laxatives, antimicrobials, mineralo -and glucocorticoids, and beta-2 receptor agonists. Clinical signs are dependent on the degree of potassium depletion and may include muscle weakness, muscle cramping, fasciculations, and paralytic ileus. Hypoventilation and hypotension occur when hypokalemia is severe. ECG changes typically occur when serum potassium is < 3 mEq/L, and include ST segment sagging, T wave depression, and U wave elevation. With marked hypokalemia, the T wave becomes progressively smaller and the U wave becomes increasingly larger. Hypokalemia may cause arrhythmias including premature ventricular and atrial contractions, ventricular and atrial tachyarrhythmias, and 2nd- or 3rd-degree atrioventricular block; eventually, ventricular fibrillation may occur. Treatment is with oral potassium replacement, giving 20 to 80 mEq/day unless patients have ECG changes or severe symptoms. For hypokalemic arrhythmias, intravenous potassium chloride is given through a central vein, at a maximum of 40 mEq/h and only with continuous cardiac monitoring; routine IV infusion should be no more than 10 mEq/h.
C5208327	Sepsis is life-threatening organ dysfunction caused by a dysregulated host response to infection. Sepsis is caused by an infection of any organisms including bacterial, fungal and viral agents. In patients with an intact immune system, gram-positive and gram-negative bacteria are the most common cause. In patients with a compromised immune system, uncommon bacterial and fungal species are more commonly the cause. Many factors increase the risk of developing sepsis including indwelling vascular catheters or other invasive devices, recent surgical procedures, diabetes mellitus, cirrhosis, and compromised immune systems. Common sites of infection include the urinary, biliary, and gastrointestinal tracts as well as the lungs. Clinical signs are often non-specific but may include signs of infection including fever, tachycardia, and diaphoresis. As the condition deteriorates, signs and symptoms consistent with end-organ damage can present. Diagnosis of sepsis requires a combination of clinical signs and symptoms along with positive cultures of blood, urine or other sites of infection. Control of the infectious source should be undertaken promptly. All invasive devices should be removed or changed if possible; necrotic tissue and abscesses should be addressed. Treatment of sepsis centers on broad-spectrum antibiotics and supportive treatment with vasopressors, IV fluids, oxygen, and corticosteroids. Patients with septic shock generally require intensive care. Blood sugar control is critical for patients with diabetes as hyperglycemia will impede the ability to respond adequately to the infection.
C5244072	Opportunistic infection is an infection by an organism that does not ordinarily cause disease in an individual with an intact immune system but becomes pathogenic in an immunocompromised host. While there is no clear definition of opportunistic infections widely accepted for all immunocompromised states, the common risk factor associated with opportunistic infection is a compromised immune function. Compromised immune function can be the result of a congenital or acquired immune deficiency, certain malignancies, cytotoxic chemotherapy, immunosuppressive therapy, biologic immune modulators, chronic medical conditions such as diabetes or cystic fibrosis, or mechanical damage to the skin or mucosa caused by inflammation (e.g., ulcerative colitis) or injury (e.g., severe burns). The etiologic agents leading to opportunistic infections may be different depending on the cause of the immunocompromise. The majority of serious infections occurring in this setting are similar to those seen in the general population, some infections are more likely to be associated with immunosuppression (or degree of immunosuppression), occur more severely in those who are immunosuppressed, or have important public health or clinical considerations (such as tuberculosis) that distinguish them those infections encountered in the general population. Opportunistic infections can be markers of specific types of immunosuppression and can serve as clinical indicators of specific underlying immune defects (e.g., Pneumocystis jirovecii and HIV).
C5400546	Immune-mediated disorders are characterized by immune dysregulation causing inflammation directed against the body's own tissues resulting in tissue damage. Autoimmune diseases specifically involve the development of immune hyperreactivity with autoantibodies and antigen-specific T cells targeting native antigens. Etiology of immune-mediated disorders is unclear but includes: genetic factors, infection, trauma, drugs affecting the immune system. Pathophysiology of immune-mediated inflammation may involve combinations of auto-reactive T cells, autoantibodies, inflammatory cytokines, complement activation. Not all immune-mediated disorders can be demonstrated to have a specific autoimmune mechanism. Cancer immunotherapy agents have been associated with immune-mediated adverse events that are inflammatory or autoimmune in nature. These may represent a de novo immune-mediated disorder or an exacerbation of a pre-existing condition. Immune-mediated disorders are also a potential concern for vaccines which use novel adjuvants to enhance the immune response. Toxicities are varied. Common events involve the skin, gastrointestinal and respiratory tracts. Less common reactions include neurological events and endocrine dysfunction. Treatment of immunotherapy-mediated immune events includes corticosteroids and/or specific immunomodulatory agents.
C5400547	Coronavirus disease 2019 (COVID-19) is the infectious disease caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). Declared a pandemic by WHO in March 2020. Spread from person to person during close contact, mainly through respiratory droplets. Preventive strategies against spread include handwashing, wearing of masks, physical distancing, quarantine, patient isolation, and other infection control measures. Time from exposure to onset of symptoms ranges from 2-14 days. Majority of cases are asymptomatic or have mild symptoms but others develop severe or fatal infections. Common symptoms include: fever, cough, dyspnea, chills, myalgia, new loss of taste or smell. Severe clinical manifestations include: pneumonia, ARDS, multi-organ and systemic dysfunctions including cardiac injury, kidney injury, thromboembolic events, and inflammatory complications. Management focuses mainly on symptomatic treatment and supportive care. As of mid-2020, a variety of experimental treatments and vaccines are under investigation.
