CUI	SAB	DEF
C0042109	NCI_NICHD	A transient, itchy skin eruption characterized by wheals with pale interiors and red margins.
C0042109	NCI_FDA	A transient, itchy skin eruption characterized by wheals with pale interiors and red margins.
C0042344	MSH	Skin breakdown or ulceration in the drainage area of a VARICOSE VEIN, usually in the leg.
C0042344	MSHCZE	Kožní defekt nebo vřed v drenážní oblasti varikózní žíly, zpravidla na dolní končetině.
C0042344	MSHNOR	Brist i huden eller sårdannelse forårsaket av varikøse vener i områder hvor det er for høyt hydrostatisk trykk i det overflatiske venesystemet i beinet. Venøst forhøyet trykk fører til økt trykk i kapillærsengen, utsiving av væske og proteiner til det interstitielle rom, forandret blodflyt og tilførsel av næringsstoffer til hud og underhud, og eventuelt sårdannelse.
C0042344	MSHPOR	Avaria na pele ou ulceração cutânea na área de drenagem de uma VEIA VARICOSA, geralmente na perna.
C0042571	MSH	An illusion of movement, either of the external world revolving around the individual or of the individual revolving in space. Vertigo may be associated with disorders of the inner ear (EAR, INNER); VESTIBULAR NERVE; BRAINSTEM; or CEREBRAL CORTEX. Lesions in the TEMPORAL LOBE and PARIETAL LOBE may be associated with FOCAL SEIZURES that may feature vertigo as an ictal manifestation. (From Adams et al., Principles of Neurology, 6th ed, pp300-1)
C0042571	CSP	illusory sense that either the environment or one's own body is revolving; may result from disease of the inner ear or disturbances of the vestibular centers or pathways.
C0042571	MSHCZE	Vertigo - lat. závrať. Nepříjemný pocit otáčení se okolí nebo vlastního těla a nerovnováhy. Může mít charakter točivý, někdy se projevuje jako houpání či tah do strany. K nejč. příčinám patří postižení vnitřního ucha (např. chronická mesotitida se steatomem, labyrintitida, herpes zoster oticus), krční páteře nebo mozkových cév, zejm. při ateroskleróze. Je-li iritace periferního vestibulárního aparátu, bývá rovněž nystagmus. (cit. Velký lékařský slovník online, 2013 http://lekarske.slovniky.cz/ )
C0042571	MSHNOR	En falsk følelse av at enten en selv eller verden rundt er i bevegelse. Vertigo (populært kalt svimmelhet, svartning for øynene) kan skyldes sykdom eller forstyrrelser i det indre øret, på balansenerven (nervus vestabularis), hjernestammen (truncus cerebri) eller storhjernebarken (cortex cerebri). Lesjoner i temporallappen (tinningtappen) og parietallappen (isselappen) kan være forbundet med fokale epilepsier med vertigo som iktal manifestasjon.
C0042571	HPO	An abnormal sensation of spinning while the body is actually stationary. [HPO:probinson]
C0042571	NCI_CTCAE	A disorder characterized by a sensation as if the external world were revolving around the patient (objective vertigo) or as if he himself were revolving in space (subjective vertigo).
C0042571	NCI	A feeling of movement, a sensation as if the external world were revolving around the patient (objective vertigo) or as if he himself were revolving in space (subjective vertigo). Vertigo is medically distinct from dizziness, lightheadedness, and unsteadiness.
C0042571	NCI_NICHD	A type of dizziness with a sensation of spinning.
C0042571	NCI_FDA	A feeling of movement, a sensation as if the external world were revolving around the person or as if they were revolving in space (subjective vertigo). Vertigo is medically distinct from dizziness, lightheadedness, and unsteadiness.
C0042571	MSHPOR	Ilusão de movimento, tanto do mundo externo girando em volta do indivíduo ou do indivíduo girando no espaço. Vertigem pode estar associada com transtornos da ORELHA INTERNA, NERVO VESTIBULAR, TRONCO ENCEFÁLICO ou CÓRTEX CEREBRAL. As lesões no LOBO TEMPORAL e LOBO PARIETAL podem ser associadas com ataques focais que podem apresentar vertigem como manifestação ictal. (Tradução livre do original: Adams et al., Principles of Neurology, 6th ed, pp300-1)
C0043352	MSH	Decreased salivary flow.
C0043352	CSP	dryness of the mouth due to salivary gland secretion dysfunction.
C0043352	NCI_NCI-GLOSS	Dry mouth. It occurs when the body is not able to make enough saliva.
C0043352	NCI_CTCAE	A disorder characterized by reduced salivary flow in the oral cavity.
C0043352	NCI	Dryness of the oral mucosa secondary to a decrease in saliva production, or a change in saliva composition.
C0043352	NCI_NICHD	Dryness of the oral mucosa.
C0043352	NCI_FDA	The condition of not having enough saliva to keep the mouth moist.
C0043352	MSHCZE	Suchost v ústech daná sníženým množstvím (sníženou tvorbou) slin. Běžně provází horečnaté stavy, průjmová onemocnění (snížená hydratace). Dále bývá při různých poruchách slinných žláz (Mikuliczova choroba, Sjögrenův syndrom, sialózy a záněty velkých slinných žláz a jejich nádory), Plummerově-Vincentově syndromu, diabetu, sklerodermii. Sucho v ústech se pravidelně objevuje u chronického alkoholismu, po lokální aktinoterapii, po některých lécích s anticholinergním působením vč. otrav (atropin). Nepříznivě ovlivňuje stav chrupu, ztěžuje řeč, polykání a následné trávení. (cit. Velký lékařský slovník online, 2017 http://lekarske.slovniky.cz)
C0043352	MSHNOR	For liten spyttproduksjon.
C0043352	MEDLINEPLUS	<p>Dry mouth is the feeling that there is not enough saliva in your mouth. Everyone has a dry mouth once in a while - if they are nervous, upset or under stress. But if you have a dry mouth all or most of the time, it can be uncomfortable and can lead to serious health problems.</p> <p>Symptoms of dry mouth include</p> <ul> <li>A sticky, dry feeling in the mouth</li> <li>Trouble chewing, swallowing, tasting, or speaking</li> <li>A burning feeling in the mouth</li> <li>A dry feeling in the throat</li> <li>Cracked lips</li> <li>A dry, rough tongue</li> <li>Mouth sores</li> <li>An infection in the mouth</li> </ul> <p>Dry mouth is not a normal part of aging. Causes include some medicines, <a href=https://medlineplus.gov/radiationtherapy.html>radiation therapy</a>, <a href=https://medlineplus.gov/cancerchemotherapy.html>chemotherapy</a>, and nerve damage. <a href=https://medlineplus.gov/salivaryglanddisorders.html>Salivary gland diseases</a>, <a href=https://medlineplus.gov/sjogrenssyndrome.html>Sjogren's syndrome</a>, HIV/AIDS, and diabetes can also cause dry mouth. Treatment depends on the cause. Things you can do include sipping water, avoiding drinks with caffeine, tobacco, and alcohol, and chewing sugarless gum or sucking on sugarless hard candy.</p> <p class=>NIH: National Institute of Dental and Craniofacial Research</p>
C0043352	HPO	Dryness of the mouth due to salivary gland dysfunction. [HPO:probinson]
C0043352	MSHPOR	Diminuição do fluxo salivar.
C0151480	NCI	Indicates that antibodies directed against nuclear antigens have been detected.
C0151480	NCI_FDA	Indicates that antibodies directed against nuclear antigens have been detected. Almost invariably found in systemic lupus erythematosus and are frequently found in rheumatoid arthritis, scleroderma, Sjogren's Syndrome and mixed connective tissue disease.
C0151480	HPO	The presence of autoantibodies in the serum that react against nuclei or nuclear components. [HPO:probinson]
C0151517	NCI_CTCAE	A disorder characterized by a dysrhythmia with complete failure of atrial electrical impulse conduction through the AV node to the ventricles.
C0151517	NCI	A disorder characterized by an electrocardiographic finding of complete failure of atrial electrical impulse conduction to the ventricles. This is manifested on the ECG by disassociation of atrial and ventricular rhythms. The atrial rate must be faster than the ventricular rate. (CDISC)
C0151517	NCI_NICHD	Complete disassociation of the atrial electrical impulse conduction to the ventricles.
C0151517	HPO	Third-degree atrioventricular (AV) block (also referred to as complete heart block) is the complete dissociation of the atria and the ventricles. Third-degree AV block exists when more P waves than QRS complexes exist and no relationship (no conduction) exists between them. [PMID:21841933]
C0151631	HPO	A reduced erythrocyte sedimentation rate (ESR). The ESR is a test that measures the distance that erythrocytes have fallen after one hour in a vertical column of anticoagulated blood under the influence of gravity. The ESR is a nonspecific finding. A decreased ESR may be seen in polycythemia or in certain blood diseases in which red blood cells have an irregular or smaller shape that causes slower settling. [PMID:10524488]
C0151662	NCI	Increase in the level of the enzyme gamma-glutamyltransferase in the blood, which catalyzes the transfer of a gamma glutamyl group from a gamma glutamyl peptide to another peptide, aminoacids, or water.
C0151662	NCI_CTCAE	A finding based on laboratory test results that indicate higher than normal levels of the enzyme gamma-glutamyltransferase in the blood specimen. GGT (gamma-glutamyltransferase) catalyzes the transfer of a gamma glutamyl group from a gamma glutamyl peptide to another peptide, amino acids or water.
C0151773	NCI	A laboratory finding indicating decreased number of hematopoietic cells in the bone marrow. It may result from decreased proliferation of all or part of the hematopoietic series (erythroid, myeloid, and megakaryocytic). Microscopically, the hematopoietic cells are replaced by adipocytes.
C0151773	NCI_CTCAE	A disorder characterized by the inability of the bone marrow to produce hematopoietic elements.
C0151904	HPO	An abnormally high concentration in the circulation of aspartate aminotransferase (AST). []
C0151904	NCI	An increase in the level of aspartate aminotransferase in the blood.
C0151904	NCI_CTCAE	A finding based on laboratory test results that indicate an increase in the level of aspartate aminotransferase (AST or SGOT) in a blood specimen.
C0151905	HPO	An abnormally high concentration in the circulation of alanine aminotransferase (ALT), which is an enzyme that catalyzes the transfer of amino groups to form the hepatic metabolite oxaloacetate. ALT is found abundantly in the cytosol of the hepatocyte. ALT activity in the liver is about 3000 times that of serum activity. Thus, in the case of hepatocellular injury or death, release of ALT from damaged liver cells increases measured ALT activity in the serum. Although it is generally thought to be specific to the liver, it is also found in the kidney, and, in much smaller quantities, in heart and skeletal muscle cells. [PMID:18366115]
C0151905	NCI	An increase in the level of alanine aminotransferase in the blood.
C0151905	NCI_CTCAE	A finding based on laboratory test results that indicate an increase in the level of alanine aminotransferase (ALT or SGPT) in the blood specimen.
C0162830	MSH	A nonimmunologic, chemically induced type of photosensitivity producing a sometimes vesiculating dermatitis. It results in hyperpigmentation and desquamation of the light-exposed areas of the skin.
C0162830	MSHCZE	Chemicky indukovaný typ fotosenzitivity, který se projevuje zánětem kůže, někdy s puchýřky. Dochází k hyperpigmentaci a olupování oblastí kůže, které byly vystavené viditelnému záření.
C0162830	NCI	Dermatitis caused or precipitated by exposure to ultraviolet sunlight, or by mediating phototoxic or photoallergic material in response to ultraviolet sunlight.
C0162830	MSHPOR	Tipo de fotossensibilidade quimicamente induzida, não imunológica, produzindo uma dermatite algumas vezes vesicular. Resulta em hiperpigmentação e descamação das áreas da pele expostas à luz.
C0201899	NCI	A quantitative measurement of aspartate aminotransferase present in a sample.
C0201899	NCI_CDISC	A measurement of the aspartate aminotransferase in a biological specimen.
C0231218	NCI_CTCAE	A disorder characterized by a feeling of general discomfort or uneasiness, an out-of-sorts feeling.
C0231218	NCI_NICHD	A nonspecific feeling of bodily discomfort, fatigue and/or unease.
C0231218	NCI	A feeling of general discomfort or uneasiness, an out-of-sorts feeling.
C0231218	NCI_FDA	A feeling of general discomfort or uneasiness, an out-of-sorts feeling.
C0235198	NCI	Deterioration in the ability to concentrate.
C0235198	NCI_CTCAE	A disorder characterized by a deterioration in the ability to concentrate.
C0235198	HPO	Being unable to focus one's attention or mental effort on a particular object or activity. []
C0242362	MEDLINEPLUS	<p>Your backbone, or spine, is made up of 26 bones called vertebrae. In between them are soft disks filled with a jelly-like substance. These disks cushion the vertebrae and keep them in place. As you age, the disks break down or degenerate. As they do, they lose their cushioning ability. This can lead to pain if the back is stressed.</p> <p>A herniated disk is a disk that ruptures. This allows the jelly-like center of the disk to leak, irritating the nearby nerves. This can cause <a href=https://medlineplus.gov/sciatica.html>sciatica</a> or <a href=https://medlineplus.gov/backpain.html>back pain</a>.</p> <p>Your doctor will diagnose a herniated disk with a physical exam and, sometimes, imaging tests. With treatment, most people recover. Treatments include rest, pain and anti-inflammatory medicines, physical therapy, and sometimes surgery.</p> <p class=>NIH: National Institute of Arthritis and Musculoskeletal and Skin Diseases</p>
C0271375	NCI	A non-neoplastic or neoplastic disorder affecting the trochlear nerve (IVth cranial nerve).
C0271375	NCI_CTCAE	A disorder characterized by involvement of the trochlear nerve (fourth cranial nerve).
C0271375	HPO	Paralysis of the fourth cranial (trochlear) nerve manifested as weakness of the superior oblique muscle which causes vertical diplopia that is maximal when the affected eye is adducted and directed inferiorly. [ORCIRD:0000-0001-5208-3432]
C0549399	HPO	An elevated concentration of low-density lipoprotein cholesterol in the blood. [HPO:probinson]
C1263846	MSH	A behavior disorder originating in childhood in which the essential features are signs of developmentally inappropriate inattention, impulsivity, and hyperactivity. Although most individuals have symptoms of both inattention and hyperactivity-impulsivity, one or the other pattern may be predominant. The disorder is more frequent in males than females. Onset is in childhood. Symptoms often attenuate during late adolescence although a minority experience the full complement of symptoms into mid-adulthood. (From DSM-V)
C1263846	MSHCZE	ADHD (Attention Deficit Hyperactivity Disorders) neboli hyperkinetické poruchy patří mezi neurovývojové poruchy, které se projevují již od raného dětství, nejvíce však ve školním věku. Tyto poruchy charakterizuje především porucha pozornosti, impulzivita, hyperaktivita. Některý z projevů může být dominantní. Porucha se častěji vyskytuje u chlapců než u dívek. Příznaky se často zmírňují v době dospívání, v některých případech symptomy přetrvávají až do středního věku.
C1263846	MSHPOR	Transtorno comportamental que tem origem na infância e cujas características essenciais são sinais de desatenção inconsistentes com o nível de desenvolvimento, impulsividade e hiperatividade. Embora muitos indivíduos tenham sintomas tanto de desatenção como de hiperatividade-impulsividade, um ou outro padrão podem ser predominantes. O transtorno é mais frequente em indivíduos do sexo masculino do que feminino. O início se dá na infância. Os sintomas geralmente são atenuados no fim da adolescência, embora uma minoria experimente o quadro completo de sintomas até o meio da idade adulta. (Tradução livre do original: DSM-V)
C1263846	MSHNOR	En oppmerksomhetsforstyrrelse som oppstår i barndommen. De viktigste kjennetegnene er utviklingsmessig upassende atferd, impulsivitet, og hyperaktivitet. Selv om de fleste som rammes har symptomer både på oppmerksomhetssvikt og hyperaktivitet-impulsivitet, kan det ene eller andre mønster dominere. Tilstanden er mer hyppig hos gutter enn hos jenter. Symptomene debuterer i barndommen. De avtar ofte sent i oppveksten, men et mindretall opplever symptomer inn i voksen alder.
C1263846	NCI_NICHD	A neurodevelopmental disorder presenting in early childhood that is characterized by chronic and excessive inattention, overactivity, and/or impulsivity.
C1263846	NCI	A disorder characterized by a marked pattern of inattention and/or hyperactivity-impulsivity that is inconsistent with developmental level and clearly interferes with functioning in at least two settings (e.g. at home and at school). When present, the symptoms of hyperactivity are most often present before the age of 7 years. There are three recognized presentations or subtypes from most to least common: combined type, inattentive/distractible type, hyperactive/impulsive type.
C1263846	MEDLINEPLUS	<p>Is it hard for your child to sit still? Does your child act without thinking first? Does your child start but not finish things? If so, your child may have attention deficit hyperactivity disorder (ADHD). Nearly everyone shows some of these behaviors at times, but ADHD lasts more than 6 months and causes problems in school, at home and in social situations.</p> <p>ADHD is more common in boys than girls. It affects 3-5 percent of all American children.</p> <p>The main features of ADHD are</p> <ul> <li>Inattention</li> <li>Hyperactivity</li> <li>Impulsivity</li> </ul> <p>No one knows exactly what causes ADHD. It sometimes runs in families, so genetics may be a factor. There may also be environmental factors.</p> <p>A complete evaluation by a trained professional is the only way to know for sure if your child has ADHD. Treatment may include medicine to control symptoms, therapy, or both. Structure at home and at school is important. Parent training may also help.</p> <p class=>NIH: National Institute of Mental Health </p>
C1263846	HPO	Attention deficit hyperactivity disorder (ADHD) manifests at age 2-3 years or by first grade at the latest. The main symptoms are distractibility, impulsivity, hyperactivity, and often trouble organizing tasks and projects, difficulty going to sleep, and social problems from being aggressive, loud, or impatient. [HPO:curators]
C1263846	PSY	A behavior disorder in which the essential features are signs of developmentally inappropriate inattention, impulsivity, and hyperactivity.
C1384666	NCI	Partial or complete loss of the ability to detect or understand sounds resulting from damage to the outer, middle, or inner ear structures. Causes include exposure to loud noise, ear infections, injuries to the ear, genetic, and congenital disorders.
C1384666	NCI_CTCAE	A disorder characterized by partial or complete loss of the ability to detect or understand sounds resulting from damage to ear structures.
C1384666	NCI_FDA	Partial or complete loss of the ability to detect or understand sounds resulting from damage to the outer, middle, or inner ear structures.
C1384666	MSHCZE	Výraz pro celkovou či částečnou ztrátu schopnosti slyšet jedním nebo oběma ušima.
C1384666	MSH	A general term for the complete or partial loss of the ability to hear from one or both ears.
C1384666	MSHNOR	En generell term for fullstendig eller delvis tap av hørselen på det ene eller begge ørene.
C1384666	HPO	A decreased magnitude of the sensory perception of sound. [HPO:probinson]
C1384666	MSHPOR	Termo geral para perda completa ou parcial da habilidade de ouvir de uma ou ambas as orelhas.
C1510410	NCI	An olfactory disturbance where the sense of smell inaccurately conveys disagreeable sensations.
C1510410	NCI_NICHD	Distorted perception of smells.
C1510410	SNOMEDCT_US	Inability of the brain to properly identify an odours natural smell and instead transcribing it into an unpleasant aroma.
C1510410	SNOMEDCT_US	Inability of the brain to properly identify an odors natural smell and instead transcribing it into an unpleasant aroma.
C1510410	SNOMEDCT_US	Inability of the brain to properly identify an odours natural smell.
C1510410	SNOMEDCT_US	Inability of the brain to properly identify an odors natural smell.
C1510410	SCTSPA	Incapacidad del cerebro para identificar correctamente un aroma natural, interpretándolo en cambio como un olor desagradable.
C1510410	CCC	Change in or modification of diminished ability to smell
C1535939	CSP	pulmonary disease in humans occurring in immunodeficient or malnourished patients or infants, characterized by dyspnea, tachypnea, and hypoxemia; Pneumocystis pneumonia is a frequent opportunistic infection in AIDS; also found in other mammals where it is caused by related species of Pneumocystis.
C1535939	NCI	Pneumonia resulting from infection with Pneumocystis jirovecii, frequently seen in the immunologically compromised, such as persons with AIDS, or steroid-treated individuals, the elderly, or premature or debilitated babies during their first three months. Patients may be only slightly febrile (or even afebrile), but are likely to be extremely weak, dyspneic, and cyanotic. This is a major cause of morbidity among patients with AIDS.
C1535939	NCI_NICHD	A severe, progressive pneumonia caused by Pneumocystis jirovecii, which is usually seen in immunologically compromised individuals.
C1535939	MSHCZE	Parazitární onemocnění plic způsobené mikroorganismem Pneumocystis carinii. Vyvolává těžké záněty plic u kojenců a u lidí s oslabenou obranyschopností. Projevuje se zejm. horečkou, kašlem a dušností s narůstajícími známkami hypoxie. Je indikativním onemocněním AIDS. Přenos je zřejmě vzduchem. Diagnostika je přímá (průkaz v laváži). Léčba spočívá v podání zejm. cotrimoxazolu a pentamidinu, popř. dalších. Léky se používají i profylakticky. (cit. Velký lékařský slovník online, 2015 http://lekarske.slovniky.cz)
C1535939	MSH	A pulmonary disease in humans occurring in immunodeficient or malnourished patients or infants, characterized by DYSPNEA, tachypnea, and HYPOXEMIA. Pneumocystis pneumonia is a frequently seen opportunistic infection in AIDS. It is caused by the fungus PNEUMOCYSTIS JIROVECII. The disease is also found in other MAMMALS where it is caused by related species of Pneumocystis.
C1535939	HPO	An opportunistic disease caused by invasion of unicellular fungus Pneumocystis jirovecii. Transmission of P. jirovecii cysts takes place through the airborne route, and usually, its presence in lungs is asymptomatic. However, people with impaired immunity, especially those with CD4+ T cell count below 200/microliter, are still at risk of the development of Pneumocystis pneumonia due to P. jirovecii invasion. Symptoms induced by this disease are not specific: progressive dyspnoea, non-productive cough, low-grade fever, arterial partial pressure of oxygen below 65 mmHg, and chest radiographs demonstrating bilateral, interstitial shadowing. [PMID:26281787]
C1535939	MSHPOR	Doença pulmonar em humanos, ocorrendo em pacientes ou crianças imunodeficientes ou subnutridos, caracterizada por DISPNEIA, taquipneia e HIPOXEMIA. A pneumonia por Pneumocystis é frequentemente interpretada como infecção oportunista na AIDS. É causada pelo fungo PNEUMOCYSTIS JIROVECII. A doença também é encontrada em outros MAMÍFEROS, nos quais é causada por espécie relacionada com pneumocystis.
C3714552	NCI	The property of lacking physical strength.
C3714552	NCI_NICHD	Lacking physical strength.
